timestamp,balance_trade_growth,average_provision_of_build_contract_moscow,micex,deposits_growth,mortgage_value,mortgage_rate,income_per_cap,real_dispos_income_per_cap_growth,rent_price_4+room_bus,rent_price_2room_eco,rent_price_1room_eco,child_on_acc_pre_school,modern_education_share,old_education_build_share,apartment_fund_sqm
2010-01-18,16.8467418546,6.56140632374,1479.53,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-01-19,16.8467418546,6.56140632374,1484.03,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-01-20,16.8467418546,6.56140632374,1461.23,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-01-21,16.8467418546,6.56140632374,1435.9,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-01-22,16.8467418546,6.56140632374,1410.38,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-01-23,16.8467418546,6.56140632374,1410.38,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-01-24,16.8467418546,6.56140632374,1410.38,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-01-25,16.8467418546,6.56140632374,1415.86,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-01-26,16.8467418546,6.56140632374,1384.79,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-01-27,16.8467418546,6.56140632374,1391.25,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-01-28,16.8467418546,6.56140632374,1406.55,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-01-29,16.8467418546,6.56140632374,1419.42,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-01-30,16.8467418546,6.56140632374,1419.42,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-01-31,16.8467418546,6.56140632374,1419.42,0.0139468209437,142968.0,13.72,30789.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-01,16.8467418546,6.56140632374,1417.0,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-02,16.8467418546,6.56140632374,1436.63,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-03,16.8467418546,6.56140632374,1431.08,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-04,16.8467418546,6.56140632374,1395.87,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-05,16.8467418546,6.56140632374,1355.64,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-06,16.8467418546,6.56140632374,1355.64,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-07,16.8467418546,6.56140632374,1355.64,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-08,16.8467418546,6.56140632374,1322.15,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-09,16.8467418546,6.56140632374,1338.16,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-10,16.8467418546,6.56140632374,1327.24,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-11,16.8467418546,6.56140632374,1329.35,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-12,16.8467418546,6.56140632374,1304.86,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-13,16.8467418546,6.56140632374,1304.86,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-14,16.8467418546,6.56140632374,1304.86,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-15,16.8467418546,6.56140632374,1319.22,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-16,16.8467418546,6.56140632374,1361.49,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-17,16.8467418546,6.56140632374,1354.09,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-18,16.8467418546,6.56140632374,1338.77,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-19,16.8467418546,6.56140632374,1353.75,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-20,16.8467418546,6.56140632374,1353.75,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-21,16.8467418546,6.56140632374,1353.75,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-22,16.8467418546,6.56140632374,1353.75,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-23,16.8467418546,6.56140632374,1353.75,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-24,16.8467418546,6.56140632374,1334.53,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-25,16.8467418546,6.56140632374,1306.46,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-26,16.8467418546,6.56140632374,1323.72,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-27,16.8467418546,6.56140632374,1323.72,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-02-28,16.8467418546,6.56140632374,1323.72,0.002353516,8016.0,13.93,42083.2,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-01,16.8467418546,6.56140632374,1356.27,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-02,16.8467418546,6.56140632374,1368.09,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-03,16.8467418546,6.56140632374,1379.32,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-04,16.8467418546,6.56140632374,1384.44,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-05,16.8467418546,6.56140632374,1414.37,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-06,16.8467418546,6.56140632374,1414.37,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-07,16.8467418546,6.56140632374,1414.37,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-08,16.8467418546,6.56140632374,1414.37,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-09,16.8467418546,6.56140632374,1412.55,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-10,16.8467418546,6.56140632374,1402.35,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-11,16.8467418546,6.56140632374,1395.91,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-12,16.8467418546,6.56140632374,1415.75,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-13,16.8467418546,6.56140632374,1415.75,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-14,16.8467418546,6.56140632374,1415.75,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-15,16.8467418546,6.56140632374,1400.19,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-16,16.8467418546,6.56140632374,1420.76,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-17,16.8467418546,6.56140632374,1435.31,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-18,16.8467418546,6.56140632374,1433.45,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-19,16.8467418546,6.56140632374,1421.09,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-20,16.8467418546,6.56140632374,1421.09,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-21,16.8467418546,6.56140632374,1421.09,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-22,16.8467418546,6.56140632374,1417.55,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-23,16.8467418546,6.56140632374,1410.61,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-24,16.8467418546,6.56140632374,1404.77,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-25,16.8467418546,6.56140632374,1406.66,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-26,16.8467418546,6.56140632374,1415.54,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-27,16.8467418546,6.56140632374,1415.54,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-28,16.8467418546,6.56140632374,1415.54,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-29,16.8467418546,6.56140632374,1440.2,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-30,16.8467418546,6.56140632374,1443.81,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-03-31,16.8467418546,6.56140632374,1450.15,0.022535563,23154.0,13.64,40617.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-01,14.1,6.56140632374,1479.66,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-02,14.1,6.56140632374,1480.17,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-03,14.1,6.56140632374,1480.17,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-04,14.1,6.56140632374,1480.17,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-05,14.1,6.56140632374,1487.55,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-06,14.1,6.56140632374,1498.64,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-07,14.1,6.56140632374,1478.44,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-08,14.1,6.56140632374,1476.59,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-09,14.1,6.56140632374,1496.88,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-10,14.1,6.56140632374,1496.88,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-11,14.1,6.56140632374,1496.88,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-12,14.1,6.56140632374,1502.66,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-13,14.1,6.56140632374,1499.34,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-14,14.1,6.56140632374,1526.61,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-15,14.1,6.56140632374,1530.93,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-16,14.1,6.56140632374,1495.08,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-17,14.1,6.56140632374,1495.08,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-18,14.1,6.56140632374,1495.08,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-19,14.1,6.56140632374,1459.17,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-20,14.1,6.56140632374,1473.92,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-21,14.1,6.56140632374,1465.87,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-22,14.1,6.56140632374,1443.36,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-23,14.1,6.56140632374,1467.62,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-24,14.1,6.56140632374,1467.62,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-25,14.1,6.56140632374,1467.62,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-26,14.1,6.56140632374,1484.26,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-27,14.1,6.56140632374,1464.17,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-28,14.1,6.56140632374,1430.28,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-29,14.1,6.56140632374,1455.14,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-04-30,14.1,6.56140632374,1436.04,0.016429037,46163.0,13.42,49346.7,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-01,14.1,6.56140632374,1436.04,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-02,14.1,6.56140632374,1436.04,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-03,14.1,6.56140632374,1436.04,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-04,14.1,6.56140632374,1393.07,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-05,14.1,6.56140632374,1378.43,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-06,14.1,6.56140632374,1365.13,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-07,14.1,6.56140632374,1288.61,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-08,14.1,6.56140632374,1288.61,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-09,14.1,6.56140632374,1288.61,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-10,14.1,6.56140632374,1288.61,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-11,14.1,6.56140632374,1334.15,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-12,14.1,6.56140632374,1391.87,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-13,14.1,6.56140632374,1378.7,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-14,14.1,6.56140632374,1352.01,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-15,14.1,6.56140632374,1352.01,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-16,14.1,6.56140632374,1352.01,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-17,14.1,6.56140632374,1357.26,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-18,14.1,6.56140632374,1362.32,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-19,14.1,6.56140632374,1320.9,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-20,14.1,6.56140632374,1263.99,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-21,14.1,6.56140632374,1264.91,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-22,14.1,6.56140632374,1264.91,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-23,14.1,6.56140632374,1264.91,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-24,14.1,6.56140632374,1269.37,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-25,14.1,6.56140632374,1197.39,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-26,14.1,6.56140632374,1265.18,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-27,14.1,6.56140632374,1305.99,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-28,14.1,6.56140632374,1309.09,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-29,14.1,6.56140632374,1309.09,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-30,14.1,6.56140632374,1309.09,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-05-31,14.1,6.56140632374,1332.62,0.030734708,72265.0,13.41,43554.0,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-01,14.1,6.56140632374,1325.49,0.017255171,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-02,14.1,6.56140632374,1341.24,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-03,14.1,6.56140632374,1350.48,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-04,14.1,6.56140632374,1333.49,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-05,14.1,6.56140632374,1333.49,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-06,14.1,6.56140632374,1333.49,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-07,14.1,6.56140632374,1322.0,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-08,14.1,6.56140632374,1301.41,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-09,14.1,6.56140632374,1315.13,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-10,14.1,6.56140632374,1340.09,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-11,14.1,6.56140632374,1336.09,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-12,14.1,6.56140632374,1336.09,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-13,14.1,6.56140632374,1336.09,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-14,14.1,6.56140632374,1336.09,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
2010-06-15,14.1,6.56140632374,1371.31,0.018041916,97227.0,13.41,45069.3,0.038,166.754536409,38.8953640886,31.0024423338,"45,713",,,230615.059255
